,race_type,course_len,ground_state,class,avg_frame,avg_horse,total_top3,frame_1_top3,frame_2_top3,frame_3_top3,frame_4_top3,frame_5_top3,frame_6_top3,frame_7_top3,frame_8_top3,horse_1_top3,horse_2_top3,horse_3_top3,horse_4_top3,horse_5_top3,horse_6_top3,horse_7_top3,horse_8_top3,horse_9_top3,horse_10_top3,horse_11_top3,horse_12_top3,horse_13_top3,horse_14_top3,horse_15_top3,horse_16_top3,horse_17_top3,horse_18_top3
0,芝,1200,全,all,4.54,7.44,162,24,18,16,26,11,24,19,24,13,15,11,14,14,7,10,14,6,11,13,3,13,9,3,6,0,0
1,芝,1200,良,all,4.68,7.63,135,18,13,15,20,9,22,18,20,9,13,8,10,13,7,9,11,6,8,11,2,12,8,2,6,0,0
2,芝,1200,稍重,all,3.85,6.48,27,6,5,1,6,2,2,1,4,4,2,3,4,1,0,1,3,0,3,2,1,1,1,1,0,0,0
3,芝,1200,重,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,芝,1200,不良,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,芝,1200,全,未勝利,4.2,7.33,51,10,7,4,8,3,7,7,5,5,6,4,3,5,1,3,6,0,2,4,1,4,3,1,3,0,0
6,芝,1200,良,未勝利,4.33,7.6,48,9,6,3,8,3,7,7,5,4,6,3,3,4,1,3,6,0,2,4,1,4,3,1,3,0,0
7,芝,1200,稍重,未勝利,2.0,3.0,3,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,芝,1200,重,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,芝,1200,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,芝,1200,全,新馬,5.21,6.42,24,3,2,1,4,0,5,3,6,2,3,1,4,0,3,1,1,4,2,0,2,0,1,0,0,0,0
11,芝,1200,良,新馬,5.33,6.52,21,2,2,1,3,0,5,3,5,1,3,1,3,0,3,1,1,4,2,0,1,0,1,0,0,0,0
12,芝,1200,稍重,新馬,4.33,5.67,3,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,芝,1200,重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,芝,1200,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,芝,1200,全,1勝クラス,4.39,7.3,54,9,7,6,7,4,8,4,9,4,6,6,4,6,0,4,3,0,5,4,0,6,2,2,2,0,0
16,芝,1200,良,1勝クラス,4.51,7.23,39,6,4,6,4,3,6,3,7,3,4,4,3,6,0,3,1,0,4,2,0,5,1,1,2,0,0
17,芝,1200,稍重,1勝クラス,4.07,7.47,15,3,3,0,3,1,2,1,2,1,2,2,1,0,0,1,2,0,1,2,0,1,1,1,0,0,0
18,芝,1200,重,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,芝,1200,不良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,芝,1200,全,2勝クラス,4.8,8.53,15,1,1,3,2,2,1,4,1,1,0,0,1,1,3,1,1,1,0,2,0,2,2,0,0,0,0
21,芝,1200,良,2勝クラス,4.8,8.53,15,1,1,3,2,2,1,4,1,1,0,0,1,1,3,1,1,1,0,2,0,2,2,0,0,0,0
22,芝,1200,稍重,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,芝,1200,重,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,芝,1200,不良,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,芝,1200,全,3勝クラス,4.0,6.17,6,1,1,0,2,1,0,0,1,1,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0
26,芝,1200,良,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,芝,1200,稍重,3勝クラス,4.0,6.17,6,1,1,0,2,1,0,0,1,1,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0
28,芝,1200,重,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,芝,1200,不良,3勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,芝,1200,全,オープン,5.33,9.83,12,0,0,2,3,1,3,1,2,0,0,0,0,2,0,1,2,1,0,3,0,1,1,0,1,0,0
31,芝,1200,良,オープン,5.33,9.83,12,0,0,2,3,1,3,1,2,0,0,0,0,2,0,1,2,1,0,3,0,1,1,0,1,0,0
32,芝,1200,稍重,オープン,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,芝,1200,重,オープン,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,芝,1200,不良,オープン,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,芝,1800,全,all,4.58,7.41,99,8,14,15,12,13,11,15,11,6,9,7,6,11,7,9,5,10,1,5,8,5,4,3,3,0,0
36,芝,1800,良,all,4.37,6.83,81,8,12,12,11,11,9,11,7,6,9,5,6,10,5,8,5,7,1,5,6,3,2,1,2,0,0
37,芝,1800,稍重,all,5.5,10.06,18,0,2,3,1,2,2,4,4,0,0,2,0,1,2,1,0,3,0,0,2,2,2,2,1,0,0
38,芝,1800,重,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,芝,1800,不良,all,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,芝,1800,全,未勝利,4.5,7.17,36,4,5,5,3,6,3,7,3,3,3,3,2,5,1,4,2,3,0,2,3,1,2,1,1,0,0
41,芝,1800,良,未勝利,4.2,6.3,30,4,5,4,3,5,2,5,2,3,3,3,2,5,0,4,2,2,0,2,2,0,1,0,1,0,0
42,芝,1800,稍重,未勝利,6.0,11.5,6,0,0,1,0,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0
43,芝,1800,重,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,芝,1800,不良,未勝利,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,芝,1800,全,新馬,4.89,7.33,18,0,3,2,4,1,3,3,2,0,2,1,2,2,1,1,2,2,0,2,2,0,1,0,0,0,0
46,芝,1800,良,新馬,4.47,6.47,15,0,3,2,4,1,2,2,1,0,2,1,2,2,1,1,2,1,0,2,1,0,0,0,0,0,0
47,芝,1800,稍重,新馬,7.0,11.67,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
48,芝,1800,重,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,芝,1800,不良,新馬,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,芝,1800,全,1勝クラス,5.22,8.96,27,1,2,5,2,4,4,3,6,1,1,1,1,3,4,1,1,2,1,0,3,4,0,2,2,0,0
51,芝,1800,良,1勝クラス,5.24,8.76,21,1,1,3,2,4,4,2,4,1,1,0,1,2,3,1,1,2,1,0,3,3,0,1,1,0,0
52,芝,1800,稍重,1勝クラス,5.17,9.67,6,0,1,2,0,0,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
53,芝,1800,重,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,芝,1800,不良,1勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,芝,1800,全,2勝クラス,2.78,4.56,9,2,2,2,2,1,0,0,0,1,1,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
56,芝,1800,良,2勝クラス,2.33,3.67,6,2,1,2,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
57,芝,1800,稍重,2勝クラス,3.67,6.33,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
58,芝,1800,重,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,芝,1800,不良,2勝クラス,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,芝,1800,全,3勝クラス,3.33,4.0,3,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,芝,1800,良,3勝クラス,3.33,4.0,3,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
