,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ナムラカミカゼ,牡8,52.0,和田竜,村山,栗東,2017100084,01018,キズナ ,ナムラシゲコ ,エンドスウィープ End Sweep(米) ,-1.9039958888021178,10
1,2,2,タクシンイメル,牝4,50.0,酒井学,武英,栗東,2021104510,01034,サトノダイヤモンド ,ダーリングバード Darling Bird(米) ,Birdstone ,-0.8476828592248441,6
2,3,3,シリアルノヴェル,牡5,55.0,西村淳,伊藤圭,美浦,2020102935,01171,ノヴェリスト Novellist(愛) ,ダイワレジェンド ,キングカメハメハ ,-0.13549294878407764,5
3,4,4,ミステリーウェイ,セ7,55.0,団野,小林,栗東,2018104638,01180,ジャスタウェイ ,ジプシーハイウェイ Gypsy Highway(愛) ,High Chaparral (愛) ,1.2109704345994627,2
4,5,5,ハヤテノフクノスケ,牡4,56.0,岩田望,中村,栗東,2021109070,01174,ウインバリアシオン ,サクラインスパイア ,シンボリクリスエス ,-0.9923039380483892,8
5,6,6,ウインエアフォルク,牡8,54.0,幸,根本,美浦,2017101436,00732,ゴールドシップ ,サクセスストレイン ,ティッカネン Tikkanen(米) ,0.912093920411572,3
6,7,7,グランアルティスタ,牡4,55.0,武豊,寺島,栗東,2021103557,00666,ミッキーロケット ,レイナソフィア ,スペシャルウィーク ,-1.899206953873188,9
7,7,8,キングサーガ,セ8,55.0,Ｍデムーロ,小栗,栗東,2017105439,05212,キングカメハメハ ,ディアマイベイビー ,ディープインパクト ,1.4463042586188706,1
8,8,9,サンライズソレイユ,牡4,56.0,坂井,矢作,栗東,2021105104,01163,キズナ ,ソラリア Solaria(智) ,Scat Daddy (米) ,-0.9784657753112336,7
9,8,10,リンフレスカンテ,牡7,56.0,松山,宮本,栗東,2018104797,01126,ルーラーシップ ,マルカサワヤカ ,サンデーサイレンス Sunday Silence(米) ,0.7066095733970503,4
