,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ルナルーチェット,牝3,53.0,キング,国枝,美浦,2022105233,05643,ブリックスアンドモルタル  Bricks and Mortar(米)  ,イルミナント  Illuminant(米)  ,Quality Road  ,-3.0166810926927377,13
1,2,2,クリールスル,牝3,53.0,丹内,矢野,美浦,2022103501,01091,サトノクラウン  ,オヒア  ,ブラックタイド  ,0.7260757771726483,3
2,3,3,ヒットザグラウンド,牝3,53.0,古川吉,四位,栗東,2022102406,01015,ファインニードル  ,ジェントルヴァウ  ,Broken Vow  ,-4.330974632378222,14
3,3,4,ルージュマローネ,牝3,53.0,横山和,栗田,美浦,2022105569,01140,ダイワメジャー  ,レッドアトゥ  ,カジノドライヴ  ,-2.6323838924618337,12
4,4,5,ピコローズ,牝3,53.0,佐々木,伊藤大,美浦,2022101765,01197,サトノダイヤモンド  ,ルージュノアール  ,ストーミングホーム  Storming Home(英)  ,-1.650972945176276,10
5,4,6,ユーティジャーニー,牝3,50.0,▲小林美,矢嶋,美浦,2022102088,01206,ヤングマンパワー  ,リノワールド  ,オルフェーヴル  ,-1.3368467707004656,8
6,5,7,ルージュミレネール,牝3,53.0,斎藤,斎藤誠,美浦,2022105813,01178,スワーヴリチャード  ,タイムハンドラー  ,ディープブリランテ  ,-0.11143078375601714,7
7,5,8,プロクレイア,牝3,53.0,北村友,小林,栗東,2022105027,01102,エピファネイア  ,プロクリス  ,キングカメハメハ  ,1.1619310914617347,1
8,6,9,ホウオウガイア,牝3,53.0,荻野琢,大竹,美浦,2022104874,01112,シルバーステート  ,センティナリー  ,フレンチデピュティ  French Deputy(米)  ,0.3289341012187848,5
9,6,10,パーリーラスター,牝3,52.0,☆松本,池上,美浦,2022105559,01191,モーリス  ,リュミエールドール  ,ルーラーシップ  ,-1.936522783738437,11
10,7,11,ベルファスト,牝4,56.0,鮫島駿,今野,栗東,2021101414,01157,ダイワメジャー  ,タミーン  Tameen(英)  ,Shirocco  ,0.4110528399132803,4
11,7,12,マルカシャルマン,牝5,53.0,▲柴田裕,浜田,栗東,2020102965,01212,ノヴェリスト  Novellist(愛)  ,ナチュラルスタンス  ,フジキセキ  ,-1.484639621394619,9
12,8,13,インマイポケット,牝4,56.0,武豊,武幸,栗東,2021105466,00666,キズナ  ,カヴァートラブ  Covert Love(愛)  ,Azamour  (愛)  ,0.1694879321363149,6
13,8,14,ラヴスコール,牝4,56.0,横山典,加藤征,美浦,2021105473,00660,ドゥラメンテ  ,カレドニアレディ  ,Firebreak  (英)  ,1.0812496472362454,2
