race_type,course_len,ground_state,class,枠番,1着,2着,3着,着外
ダート,1000,不良,1勝クラス,1,0,0,1,9
ダート,1000,不良,1勝クラス,2,1,0,2,7
ダート,1000,不良,1勝クラス,3,1,2,2,14
ダート,1000,不良,1勝クラス,4,3,0,1,15
ダート,1000,不良,1勝クラス,5,0,1,3,16
ダート,1000,不良,1勝クラス,6,2,2,0,16
ダート,1000,不良,1勝クラス,7,2,2,0,16
ダート,1000,不良,1勝クラス,8,1,3,1,15
ダート,1000,不良,2勝クラス,1,0,0,1,1
ダート,1000,不良,2勝クラス,2,0,1,0,1
ダート,1000,不良,2勝クラス,3,0,0,1,2
ダート,1000,不良,2勝クラス,4,0,0,0,3
ダート,1000,不良,2勝クラス,5,1,0,0,2
ダート,1000,不良,2勝クラス,6,0,0,0,2
ダート,1000,不良,2勝クラス,7,1,0,0,2
ダート,1000,不良,2勝クラス,8,0,1,0,3
ダート,1000,不良,all,1,3,0,3,15
ダート,1000,不良,all,2,2,2,2,15
ダート,1000,不良,all,3,1,3,4,31
ダート,1000,不良,all,4,3,3,2,32
ダート,1000,不良,all,5,2,2,5,32
ダート,1000,不良,all,6,5,3,2,30
ダート,1000,不良,all,7,3,4,0,33
ダート,1000,不良,all,8,2,4,3,33
ダート,1000,不良,未勝利,1,3,0,1,4
ダート,1000,不良,未勝利,2,1,1,0,6
ダート,1000,不良,未勝利,3,0,1,1,13
ダート,1000,不良,未勝利,4,0,2,1,13
ダート,1000,不良,未勝利,5,1,1,2,12
ダート,1000,不良,未勝利,6,3,1,1,11
ダート,1000,不良,未勝利,7,0,2,0,13
ダート,1000,不良,未勝利,8,0,0,2,14
ダート,1000,全,1勝クラス,1,2,6,8,61
ダート,1000,全,1勝クラス,2,8,5,8,58
ダート,1000,全,1勝クラス,3,15,14,14,100
ダート,1000,全,1勝クラス,4,13,11,8,117
ダート,1000,全,1勝クラス,5,10,9,6,130
ダート,1000,全,1勝クラス,6,9,11,9,127
ダート,1000,全,1勝クラス,7,13,13,13,114
ダート,1000,全,1勝クラス,8,9,10,14,124
ダート,1000,全,2勝クラス,1,1,1,5,16
ダート,1000,全,2勝クラス,2,2,2,1,18
ダート,1000,全,2勝クラス,3,2,3,5,34
ダート,1000,全,2勝クラス,4,5,3,2,34
ダート,1000,全,2勝クラス,5,3,7,1,33
ダート,1000,全,2勝クラス,6,2,0,4,36
ダート,1000,全,2勝クラス,7,2,2,2,38
ダート,1000,全,2勝クラス,8,6,5,3,31
ダート,1000,全,3勝クラス,1,0,1,2,6
ダート,1000,全,3勝クラス,2,3,0,0,5
ダート,1000,全,3勝クラス,3,2,0,1,8
ダート,1000,全,3勝クラス,4,0,2,1,10
ダート,1000,全,3勝クラス,5,2,0,0,14
ダート,1000,全,3勝クラス,6,1,3,2,11
ダート,1000,全,3勝クラス,7,0,1,1,15
ダート,1000,全,3勝クラス,8,1,2,2,13
ダート,1000,全,all,1,13,16,25,166
ダート,1000,全,all,2,21,18,17,165
ダート,1000,全,all,3,34,29,31,296
ダート,1000,全,all,4,30,35,28,317
ダート,1000,全,all,5,36,31,27,332
ダート,1000,全,all,6,34,26,30,338
ダート,1000,全,all,7,27,33,28,337
ダート,1000,全,all,8,27,34,39,335
ダート,1000,全,新馬,1,1,0,1,2
