,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,リオマダムレッド,牝2,51.0,★小林美,前川,栗東,2023103080,01206,コパノリッキー ,コパノディール ,エンパイアメーカー Empire Maker(米) ,-0.47929374272026504,4
1,2,2,ヴィヒタ,牡2,52.0,▲和田陽,松山,美浦,2023103671,01223,タワーオブロンドン ,ファウンテンジョイ ,スウェプトオーヴァーボード Swept Overboard(米) ,-2.2161685349083475,8
2,3,3,リアルアルバ,牡2,52.0,▲森田,大橋,栗東,2023101065,01222,マテラスカイ ,サンコロネット ,スペシャルウィーク ,-0.05724756978980544,3
3,4,4,マスキュラー,牡2,55.0,松岡,高橋一,栗東,2023100688,01085,トゥザワールド ,メジロカトリーヌ ,メジロライアン ,-3.9873841164666914,11
4,5,5,ディオスデルマール,牝2,55.0,荻野琢,秋山,栗東,2023106108,01112,ミスチヴィアスアレックス Mischevious Alex(米) ,ホロイムア ,ジャスタウェイ ,0.1260494345484342,2
5,5,6,ウレシイゴサン,牡2,55.0,佐々木,伊藤大,美浦,2023106583,01197,ベンバトル Benbatl(英) ,ヴァップ ,ストーミングホーム Storming Home(英) ,0.2565477333362283,1
6,6,7,アイオロステソーロ,牡2,54.0,☆松本,高橋文,美浦,2023106728,01191,ヴァンゴッホ ,ロータステソーロ ,スクリーンヒーロー ,-1.1038986041288208,5
7,6,8,ダイヤテソーロ,牝2,55.0,浜中,牧,美浦,2023106747,01115,ダノンバラード ,ハピネスフォーユー ,A.P. Indy ,-3.5526282112095537,10
8,7,9,アパタイトテソーロ,牝2,55.0,吉田隼,畠山,美浦,2023106739,01095,スワーヴリチャード ,クイーンズテソーロ ,ヘニーヒューズ Henny Hughes(米) ,-4.057243757074784,12
9,7,10,ドナソレイ,牝2,55.0,横山武,伊藤圭,美浦,2023100150,01170,マテラスカイ ,ポッドギル ,フリオーソ ,-2.783085345450406,9
10,8,11,ワイドアルバ,牡2,55.0,丹内,藤野,栗東,2023106359,01091,タワーオブロンドン ,オールアイキャンセイイズワウ Allicansayis Wow(米) ,Street Cry (愛) ,-1.640014855614114,7
11,8,12,トーセンクリステル,牝2,55.0,池添,杉浦,美浦,2023105359,01032,ダイワメジャー ,マローネメタリコ ,ヘニーヒューズ Henny Hughes(米) ,-1.6125046056263979,6
