race_type,course_len,ground_state,class,馬番,1着,2着,3着,着外
ダート,1200,不良,1勝クラス,1,0,1,0,9
ダート,1200,不良,1勝クラス,2,0,0,0,10
ダート,1200,不良,1勝クラス,3,1,1,0,8
ダート,1200,不良,1勝クラス,4,1,0,1,8
ダート,1200,不良,1勝クラス,5,1,2,1,6
ダート,1200,不良,1勝クラス,6,1,0,2,7
ダート,1200,不良,1勝クラス,7,0,3,0,7
ダート,1200,不良,1勝クラス,8,1,0,1,8
ダート,1200,不良,1勝クラス,9,1,0,2,7
ダート,1200,不良,1勝クラス,10,0,2,2,6
ダート,1200,不良,1勝クラス,11,1,0,0,7
ダート,1200,不良,1勝クラス,12,2,1,0,5
ダート,1200,不良,1勝クラス,13,0,0,0,6
ダート,1200,不良,1勝クラス,14,1,0,0,5
ダート,1200,不良,1勝クラス,15,0,0,1,3
ダート,1200,不良,1勝クラス,16,0,0,0,2
ダート,1200,不良,2勝クラス,1,0,0,1,1
ダート,1200,不良,2勝クラス,2,0,0,0,2
ダート,1200,不良,2勝クラス,3,0,0,0,2
ダート,1200,不良,2勝クラス,4,0,0,0,2
ダート,1200,不良,2勝クラス,5,0,0,0,2
ダート,1200,不良,2勝クラス,6,0,0,0,2
ダート,1200,不良,2勝クラス,7,0,0,0,2
ダート,1200,不良,2勝クラス,8,0,0,0,2
ダート,1200,不良,2勝クラス,9,0,1,1,0
ダート,1200,不良,2勝クラス,10,0,0,0,2
ダート,1200,不良,2勝クラス,11,1,0,0,1
ダート,1200,不良,2勝クラス,12,1,1,0,0
ダート,1200,不良,2勝クラス,13,0,0,0,1
ダート,1200,不良,2勝クラス,14,0,0,0,2
ダート,1200,不良,2勝クラス,15,0,0,0,2
ダート,1200,不良,2勝クラス,16,0,0,0,2
ダート,1200,不良,3勝クラス,1,1,0,0,2
ダート,1200,不良,3勝クラス,2,0,0,1,2
ダート,1200,不良,3勝クラス,3,0,0,0,3
ダート,1200,不良,3勝クラス,4,0,0,0,3
ダート,1200,不良,3勝クラス,5,1,0,0,2
ダート,1200,不良,3勝クラス,6,1,0,1,1
ダート,1200,不良,3勝クラス,7,0,0,1,2
ダート,1200,不良,3勝クラス,8,0,1,0,2
ダート,1200,不良,3勝クラス,9,0,0,0,3
ダート,1200,不良,3勝クラス,10,0,0,0,3
ダート,1200,不良,3勝クラス,11,0,1,0,2
ダート,1200,不良,3勝クラス,12,0,0,0,3
ダート,1200,不良,3勝クラス,13,0,1,0,2
ダート,1200,不良,3勝クラス,14,0,0,0,3
ダート,1200,不良,3勝クラス,15,0,0,0,3
ダート,1200,不良,3勝クラス,16,0,0,0,3
ダート,1200,不良,all,1,3,3,2,25
ダート,1200,不良,all,2,0,0,5,28
ダート,1200,不良,all,3,3,1,2,27
ダート,1200,不良,all,4,1,1,1,30
ダート,1200,不良,all,5,4,3,2,24
ダート,1200,不良,all,6,3,2,4,24
ダート,1200,不良,all,7,0,4,2,27
ダート,1200,不良,all,8,3,3,3,24
ダート,1200,不良,all,9,2,2,3,26
ダート,1200,不良,all,10,0,2,5,25
ダート,1200,不良,all,11,3,6,0,21
ダート,1200,不良,all,12,3,2,1,24
ダート,1200,不良,all,13,2,2,0,23
