race_type,course_len,ground_state,class,枠番,1着,2着,3着,着外
ダート,1200,不良,1勝クラス,1,1,2,1,5
ダート,1200,不良,1勝クラス,2,1,0,1,8
ダート,1200,不良,1勝クラス,3,1,0,2,8
ダート,1200,不良,1勝クラス,4,0,1,0,12
ダート,1200,不良,1勝クラス,5,2,3,0,8
ダート,1200,不良,1勝クラス,6,2,0,2,10
ダート,1200,不良,1勝クラス,7,0,0,1,13
ダート,1200,不良,1勝クラス,8,0,1,1,12
ダート,1200,不良,2勝クラス,1,0,0,1,3
ダート,1200,不良,2勝クラス,2,0,0,0,4
ダート,1200,不良,2勝クラス,3,0,0,0,3
ダート,1200,不良,2勝クラス,4,0,1,0,3
ダート,1200,不良,2勝クラス,5,0,1,0,3
ダート,1200,不良,2勝クラス,6,1,0,0,2
ダート,1200,不良,2勝クラス,7,1,0,0,3
ダート,1200,不良,2勝クラス,8,0,0,1,3
ダート,1200,不良,3勝クラス,1,1,0,0,0
ダート,1200,不良,3勝クラス,2,0,1,0,0
ダート,1200,不良,3勝クラス,3,0,0,1,1
ダート,1200,不良,3勝クラス,4,0,0,0,2
ダート,1200,不良,3勝クラス,5,0,0,0,2
ダート,1200,不良,3勝クラス,6,0,0,0,2
ダート,1200,不良,3勝クラス,7,0,0,0,2
ダート,1200,不良,3勝クラス,8,0,0,0,2
ダート,1200,不良,all,1,2,2,4,25
ダート,1200,不良,all,2,1,4,1,28
ダート,1200,不良,all,3,3,0,3,29
ダート,1200,不良,all,4,3,6,0,30
ダート,1200,不良,all,5,3,4,1,32
ダート,1200,不良,all,6,5,2,5,28
ダート,1200,不良,all,7,1,0,4,37
ダート,1200,不良,all,8,3,3,4,32
ダート,1200,不良,新馬,1,0,0,0,3
ダート,1200,不良,新馬,2,0,1,0,2
ダート,1200,不良,新馬,3,1,0,0,2
ダート,1200,不良,新馬,4,0,0,0,3
ダート,1200,不良,新馬,5,0,0,0,4
ダート,1200,不良,新馬,6,1,0,1,2
ダート,1200,不良,新馬,7,0,0,1,3
ダート,1200,不良,新馬,8,0,1,0,3
ダート,1200,不良,未勝利,1,0,0,2,14
ダート,1200,不良,未勝利,2,0,2,0,14
ダート,1200,不良,未勝利,3,1,0,0,15
ダート,1200,不良,未勝利,4,3,4,0,10
ダート,1200,不良,未勝利,5,1,0,1,15
ダート,1200,不良,未勝利,6,1,2,2,12
ダート,1200,不良,未勝利,7,0,0,2,16
ダート,1200,不良,未勝利,8,3,1,2,12
ダート,1200,全,1勝クラス,1,18,11,6,153
ダート,1200,全,1勝クラス,2,16,14,19,157
ダート,1200,全,1勝クラス,3,15,13,13,174
ダート,1200,全,1勝クラス,4,10,15,14,186
ダート,1200,全,1勝クラス,5,16,20,10,186
ダート,1200,全,1勝クラス,6,16,22,20,177
ダート,1200,全,1勝クラス,7,12,17,19,184
ダート,1200,全,1勝クラス,8,16,8,18,196
