race_type,course_len,ground_state,class,馬番,1着,2着,3着,着外
ダート,1200,不良,1勝クラス,1,1,2,1,3
ダート,1200,不良,1勝クラス,2,0,0,1,6
ダート,1200,不良,1勝クラス,3,1,0,0,6
ダート,1200,不良,1勝クラス,4,0,1,0,6
ダート,1200,不良,1勝クラス,5,1,0,2,4
ダート,1200,不良,1勝クラス,6,1,0,1,5
ダート,1200,不良,1勝クラス,7,0,1,0,6
ダート,1200,不良,1勝クラス,8,0,0,0,7
ダート,1200,不良,1勝クラス,9,2,1,0,4
ダート,1200,不良,1勝クラス,10,1,1,2,3
ダート,1200,不良,1勝クラス,11,0,0,0,7
ダート,1200,不良,1勝クラス,12,0,0,0,6
ダート,1200,不良,1勝クラス,13,0,1,0,5
ダート,1200,不良,1勝クラス,14,0,0,1,3
ダート,1200,不良,1勝クラス,15,0,0,0,3
ダート,1200,不良,1勝クラス,16,0,0,0,2
ダート,1200,不良,2勝クラス,1,0,0,1,1
ダート,1200,不良,2勝クラス,2,0,0,0,2
ダート,1200,不良,2勝クラス,3,0,0,0,2
ダート,1200,不良,2勝クラス,4,0,0,0,2
ダート,1200,不良,2勝クラス,5,0,0,0,1
ダート,1200,不良,2勝クラス,6,0,0,0,2
ダート,1200,不良,2勝クラス,7,0,0,0,2
ダート,1200,不良,2勝クラス,8,0,1,0,1
ダート,1200,不良,2勝クラス,9,0,0,0,2
ダート,1200,不良,2勝クラス,10,0,1,0,1
ダート,1200,不良,2勝クラス,11,0,0,0,2
ダート,1200,不良,2勝クラス,12,1,0,0,0
ダート,1200,不良,2勝クラス,13,0,0,0,2
ダート,1200,不良,2勝クラス,14,1,0,0,1
ダート,1200,不良,2勝クラス,15,0,0,1,1
ダート,1200,不良,2勝クラス,16,0,0,0,2
ダート,1200,不良,3勝クラス,1,1,0,0,0
ダート,1200,不良,3勝クラス,2,0,1,0,0
ダート,1200,不良,3勝クラス,3,0,0,1,0
ダート,1200,不良,3勝クラス,4,0,0,0,1
ダート,1200,不良,3勝クラス,5,0,0,0,1
ダート,1200,不良,3勝クラス,6,0,0,0,1
ダート,1200,不良,3勝クラス,7,0,0,0,1
ダート,1200,不良,3勝クラス,8,0,0,0,1
ダート,1200,不良,3勝クラス,9,0,0,0,1
ダート,1200,不良,3勝クラス,10,0,0,0,1
ダート,1200,不良,3勝クラス,11,0,0,0,1
ダート,1200,不良,3勝クラス,12,0,0,0,1
ダート,1200,不良,3勝クラス,13,0,0,0,1
ダート,1200,不良,3勝クラス,14,0,0,0,1
ダート,1200,不良,all,1,2,2,3,14
ダート,1200,不良,all,2,0,2,2,17
ダート,1200,不良,all,3,3,1,1,16
ダート,1200,不良,all,4,0,2,0,19
ダート,1200,不良,all,5,1,1,2,16
ダート,1200,不良,all,6,1,0,1,19
ダート,1200,不良,all,7,3,4,1,13
ダート,1200,不良,all,8,0,1,0,20
ダート,1200,不良,all,9,3,1,3,14
ダート,1200,不良,all,10,2,2,2,15
ダート,1200,不良,all,11,1,1,1,17
ダート,1200,不良,all,12,2,2,1,13
ダート,1200,不良,all,13,0,1,0,17
ダート,1200,不良,all,14,1,0,2,12
ダート,1200,不良,all,15,1,1,2,9
ダート,1200,不良,all,16,1,0,1,10
ダート,1200,不良,新馬,1,0,0,0,2
ダート,1200,不良,新馬,2,0,0,0,2
ダート,1200,不良,新馬,3,1,1,0,0
ダート,1200,不良,新馬,4,0,0,0,2
ダート,1200,不良,新馬,5,0,0,0,2
ダート,1200,不良,新馬,6,0,0,0,2
ダート,1200,不良,新馬,7,0,0,0,2
ダート,1200,不良,新馬,8,0,0,0,2
ダート,1200,不良,新馬,9,0,0,1,1
ダート,1200,不良,新馬,10,0,0,0,2
ダート,1200,不良,新馬,11,0,0,1,1
ダート,1200,不良,新馬,12,1,1,0,0
ダート,1200,不良,新馬,13,0,0,0,1
ダート,1200,不良,新馬,14,0,0,0,1
ダート,1200,不良,新馬,15,0,0,0,1
ダート,1200,不良,新馬,16,0,0,0,1
ダート,1200,不良,未勝利,1,0,0,1,8
ダート,1200,不良,未勝利,2,0,1,1,7
ダート,1200,不良,未勝利,3,1,0,0,8
ダート,1200,不良,未勝利,4,0,1,0,8
ダート,1200,不良,未勝利,5,0,1,0,8
ダート,1200,不良,未勝利,6,0,0,0,9
ダート,1200,不良,未勝利,7,3,3,1,2
ダート,1200,不良,未勝利,8,0,0,0,9
ダート,1200,不良,未勝利,9,1,0,2,6
ダート,1200,不良,未勝利,10,1,0,0,8
ダート,1200,不良,未勝利,11,1,1,0,6
ダート,1200,不良,未勝利,12,0,1,1,6
ダート,1200,不良,未勝利,13,0,0,0,8
ダート,1200,不良,未勝利,14,0,0,1,6
ダート,1200,不良,未勝利,15,1,1,1,4
ダート,1200,不良,未勝利,16,1,0,1,5
