,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ダンタリオン,牡2,56.0,岩田康,上村,栗東,2022101750,05203,リオンディーズ ,ビガップ ,ネオユニヴァース ,-0.8080554304675148,5
1,2,2,リビングストン,牡2,56.0,西村淳,吉岡,栗東,2022102900,01171,エピファネイア ,ニシノヒナギク ,アグネスタキオン ,1.950073351000281,1
2,3,3,メテオレーナ,牝2,53.0,△吉村,中村,栗東,2022103712,01216,ルーラーシップ ,メテオーリカ ,ディープインパクト ,-0.9163793196382739,6
3,4,4,ウインクルキセキ,牝2,55.0,長岡,高橋亮,栗東,2022101596,01142,ブリックスアンドモルタル Bricks and Mortar(米) ,ウインクルサルーテ ,ハービンジャー Harbinger(英) ,-2.4958894070580646,9
4,5,5,ブラックレーション,牡2,56.0,太宰,本田,栗東,2022103999,01037,デクラレーションオブウォー ,ラハイナII La Haina(智) ,Milt's Overture ,-1.9780516118462752,8
5,6,6,ロットブラータ,牡2,56.0,松山,平田,栗東,2022104688,01126,エピファネイア ,エマノン ,ハーツクライ ,-0.5395813362676112,4
6,7,7,シュバルツマサムネ,牡2,56.0,浜中,杉山佳,栗東,2022104887,01115,マインドユアビスケッツ Mind Your Biscuits(米) ,タンザニアブラック ,モーリス ,-0.14603081764443304,2
7,7,8,サリーチェ,牝2,55.0,Ｃデムーロ,池添,栗東,2022104794,05473,ドゥラメンテ ,サロミナ Salomina(独) ,Lomitas ,-0.475829706150794,3
8,8,9,サウスオブロンドン,牡2,55.0,☆泉谷,松永幹,栗東,2022102413,01182,タワーオブロンドン ,ディープサウス ,ディープインパクト ,-1.6747537740968232,7
9,8,10,テーオーミリカン,牡2,56.0,古川吉,宮,栗東,2022106705,01015,ウインブライト ,ミッキーパール ,タニノギムレット ,-3.5979029896550454,10
